timestamp,seq_id,robot_time,x,y,z,q0,q1,q2,q3
13403.015000,151856,6145606.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.015000,151857,6145610.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.015000,151858,6145614.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.015000,151859,6145618.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.015000,151860,6145622.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.015000,151861,6145626.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.031000,151862,6145630.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.031000,151863,6145634.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.031000,151864,6145638.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.031000,151865,6145642.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.031000,151866,6145646.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.046000,151867,6145650.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151868,6145654.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151869,6145658.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151870,6145662.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151871,6145666.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151872,6145670.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.062000,151873,6145674.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.078000,151874,6145678.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.078000,151875,6145682.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.078000,151876,6145686.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.078000,151877,6145690.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.093000,151878,6145694.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.093000,151879,6145698.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151880,6145702.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151881,6145706.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151882,6145710.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151883,6145714.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151884,6145718.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.109000,151885,6145722.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.125000,151886,6145726.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.125000,151887,6145730.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.125000,151888,6145734.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.125000,151889,6145738.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.140000,151890,6145742.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.140000,151891,6145746.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151892,6145750.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151893,6145754.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151894,6145758.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151895,6145762.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151896,6145766.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.171000,151897,6145770.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.187000,151898,6145774.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.187000,151899,6145778.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.187000,151900,6145782.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.187000,151901,6145786.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.203000,151902,6145790.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.203000,151903,6145794.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151904,6145798.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151905,6145802.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151906,6145806.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151907,6145810.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151908,6145814.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.218000,151909,6145818.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151910,6145822.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151911,6145826.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151912,6145830.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151913,6145834.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151914,6145838.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.234000,151915,6145842.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151916,6145846.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151917,6145850.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151918,6145854.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151919,6145858.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151920,6145862.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.265000,151921,6145866.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151922,6145870.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151923,6145874.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151924,6145878.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151925,6145882.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151926,6145886.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.281000,151927,6145890.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151928,6145894.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151929,6145898.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151930,6145902.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151931,6145906.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151932,6145910.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.296000,151933,6145914.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151934,6145918.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151935,6145922.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151936,6145926.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151937,6145930.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151938,6145934.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.328000,151939,6145938.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151940,6145942.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151941,6145946.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151942,6145950.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151943,6145954.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151944,6145958.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.343000,151945,6145962.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151946,6145966.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151947,6145970.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151948,6145974.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151949,6145978.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151950,6145982.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.375000,151951,6145986.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.390000,151952,6145990.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.390000,151953,6145994.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.390000,151954,6145998.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.390000,151955,6146002.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.406000,151956,6146006.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.406000,151957,6146010.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151958,6146014.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151959,6146018.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151960,6146022.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151961,6146026.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151962,6146030.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.421000,151963,6146034.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.437000,151964,6146038.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.437000,151965,6146042.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.437000,151966,6146046.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.437000,151967,6146050.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.437000,151968,6146054.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.453000,151969,6146058.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151970,6146062.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151971,6146066.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151972,6146070.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151973,6146074.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151974,6146078.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.468000,151975,6146082.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.484000,151976,6146086.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.484000,151977,6146090.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.484000,151978,6146094.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.484000,151979,6146098.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.500000,151980,6146102.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.500000,151981,6146106.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151982,6146110.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151983,6146114.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151984,6146118.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151985,6146122.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151986,6146126.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.515000,151987,6146130.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151988,6146134.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151989,6146138.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151990,6146142.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151991,6146146.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151992,6146150.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.546000,151993,6146154.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151994,6146158.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151995,6146162.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151996,6146166.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151997,6146170.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151998,6146174.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.562000,151999,6146178.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152000,6146182.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152001,6146186.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152002,6146190.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152003,6146194.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152004,6146198.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.593000,152005,6146202.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152006,6146206.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152007,6146210.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152008,6146214.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152009,6146218.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152010,6146222.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.609000,152011,6146226.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152012,6146230.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152013,6146234.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152014,6146238.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152015,6146242.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152016,6146246.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.640000,152017,6146250.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152018,6146254.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152019,6146258.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152020,6146262.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152021,6146266.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152022,6146270.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.656000,152023,6146274.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152024,6146278.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152025,6146282.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152026,6146286.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152027,6146290.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152028,6146294.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.687000,152029,6146298.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152030,6146302.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152031,6146306.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152032,6146310.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152033,6146314.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152034,6146318.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.703000,152035,6146322.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152036,6146326.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152037,6146330.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152038,6146334.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152039,6146338.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152040,6146342.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.734000,152041,6146346.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.750000,152042,6146350.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.750000,152043,6146354.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.750000,152044,6146358.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.765000,152045,6146362.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.765000,152046,6146366.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.765000,152047,6146370.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152048,6146374.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152049,6146378.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152050,6146382.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152051,6146386.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152052,6146390.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.781000,152053,6146394.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.796000,152054,6146398.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.796000,152055,6146402.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.812000,152056,6146406.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.812000,152057,6146410.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.812000,152058,6146414.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.812000,152059,6146418.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152060,6146422.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152061,6146426.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152062,6146430.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152063,6146434.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152064,6146438.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.828000,152065,6146442.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.859000,152066,6146446.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.859000,152067,6146450.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
13403.859000,152068,6146454.000,-0.000,-0.000,100.000,0.000000,-0.707107,0.707107,-0.000000
