timestamp,event_type,severity,message,details
4965.850391,JOB_START,INFO,Job job_1771602136 gestartet,
4966.089979,JOB_START,INFO,Job default gestartet,
4969.100904,JOB_COMPLETE,INFO,"Abgeschlossen: 150 Zyklen, 0 TX",
4969.275553,JOB_STOP,INFO,Job job_1771602136 beendet,"{""counts"": {""plan"": 0, ""tx"": 0, ""rx"": 0, ""sync"": 0, ""event"": 3}}"
